Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T280,Pressley Harvin,FA,P,-,-,-,-,,,,
T280,Grant Delpit,CLE,S,-,-,-,-,,,,
T280,Robert Burns,ATL,FB,-,-,-,-,,,PUP-P,Undisclosed
T280,DeeJay Dallas,ARI,RB,-,-,-,-,,,,
T280,Jonathan Garvin,FA,LB,-,-,-,-,,,,
T280,Malik Willis,TEN,QB,-,-,-,-,,10.33,,
T280,Chandler Wooten,CAR,LB,-,-,-,-,,,Ques,Ankle
226,Michael Carter,ARI,RB,241.00,-,-,356.00,1.08,7.00,,
T280,Derrek Pitts,FA,CB,-,-,-,-,,,,
T280,Jordon Riley,NYG,DT,-,-,-,-,,,,
T280,Dazz Newsome,FA,WR,-,-,-,-,,,,
T280,Owen Carney,KC,LB,-,-,-,-,,,,
T280,Dominique Dafney,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Markquese Bell,DAL,S,-,-,-,-,,,,
T280,Tayon Fleet-Davis,FA,RB,-,-,-,-,,,,
T280,Javon Leake,FA,RB,-,-,-,-,,,,
T280,Anthony McFarland,FA,RB,-,-,-,-,,,,
T280,Mohamed Ibrahim,FA,RB,-,-,-,-,,3.50,,
T280,Boye Mafe,SEA,LB,-,-,-,-,,,,
T280,Esezi Otomewo,JAX,DE,-,-,-,-,,,,
T280,Austin Allen,FA,TE,-,-,-,-,,,,
T280,Tyjon Lindsey,FA,WR,-,-,-,-,,,,
T280,Jeff Okudah,HOU,CB,-,-,-,-,,,,
T280,Eyioma Uwazurike,DEN,DT,-,-,-,-,,,Reserve-Sus,Suspension
T280,Jake Fromm,FA,QB,-,-,-,-,,,,
T280,Easop Winston,SEA,WR,-,-,-,-,,,,
T280,Sam Ehlinger,IND,QB,-,-,-,-,,,,
T280,Chris Naggar,FA,K,-,-,-,-,,,,
T280,Ryan Stonehouse,TEN,P,-,-,-,-,,,,
T280,Jalen Reagor,NE,WR,-,-,-,-,,,,
T280,La'Kendrick Van Zandt,FA,S,-,-,-,-,,,,
T280,Garret Wallow,TEN,LB,-,-,-,-,,,,
T280,Warren Jackson,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Manny Jones,FA,DE,-,-,-,-,,,,
T280,Jamin Davis,WAS,LB,-,-,-,-,,,,
T280,Lonnie Johnson,HOU,S,-,-,-,-,,,,
T280,Bryant Koback,FA,RB,-,-,-,-,,,,
T280,Richard LeCounte,FA,S,-,-,-,-,,,,
T280,Monty Rice,NO,LB,-,-,-,-,,,,
T280,Xavier McKinney,GB,S,-,-,-,-,,,,
T280,Isaiah Buggs,FA,DT,-,-,-,-,,,,
T280,Keytaon Thompson,FA,WR,-,-,-,-,,,,
T280,Deandre Johnson,FA,LB,-,-,-,-,,,,
T280,Baylon Spector,BUF,LB,-,-,-,-,,,,
T280,Jordan Ta'amu,FA,QB,-,-,-,-,,,,
T280,Ryder Anderson,NYG,DE,-,-,-,-,,,,
T280,Parker White,FA,K,-,-,-,-,,,,
T280,Jhamon Ausbon,FA,WR,-,-,-,-,,,,
T280,Kellen Mond,FA,QB,-,-,-,-,,,,
T280,Eno Benjamin,FA,RB,-,-,-,-,,2.00,Ques,Achilles
T280,Curtis Hodges,FA,TE,-,-,-,-,,,Ques,Back
T280,D.J. Davidson,NYG,DT,-,-,-,-,,,,
260,Kadarius Toney,KC,WR,279.00,-,-,282.50,0.88,14.00,,
T280,James Houston,DET,LB,-,-,-,-,,,,
T280,Elijah Hicks,CHI,S,-,-,-,-,,,,
T280,Chase Garbers,FA,QB,-,-,-,-,,,,
T280,Daniel Scott,IND,S,-,-,-,-,,,IR,Achilles
T280,Zachary Carter,CIN,DT,-,-,-,-,,,,
T280,Malik Davis,DAL,RB,-,-,-,408.00,1.08,,,
T280,Shawn Davis,FA,S,-,-,-,-,,,Ques,Abdomen
T280,C.J. Henderson,HOU,CB,-,-,-,-,,,,
T280,Ventrell Miller,JAX,LB,-,-,-,-,,,,
T280,Tedarrell Slaton,GB,DT,-,-,-,-,,,,
T280,Marco Wilson,NE,CB,-,-,-,-,,,,
T280,Thomas Graham,PIT,CB,-,-,-,-,,,,
T280,Thomas Hennigan,FA,WR,-,-,-,-,,,,
T280,D'Marco Jackson,NO,LB,-,-,-,-,,,,
T280,Demetrius Taylor,FA,DT,-,-,-,-,,,,
T280,Malik Williams,FA,WR,-,-,-,-,,,,
T280,Isaiah Hodgins,NYG,WR,-,-,-,-,,5.00,,
T280,Neil Farrell,KC,DT,-,-,-,-,,,,
T280,Jontre Kirklin,FA,WR,-,-,-,-,,,,
T280,Racey McMath,DAL,WR,-,-,-,-,,,,
T280,Jacob Phillips,HOU,LB,-,-,-,-,,,,
T280,Patrick Queen,PIT,LB,-,-,-,-,,,,
T280,Tyler Shelvin,FA,DT,-,-,-,-,,,Ques,Undisclosed
T280,Kary Vincent,FA,CB,-,-,-,-,,,,
T280,J.J. Russell,TB,LB,-,-,-,-,,,,
T280,K.J. Britt,TB,LB,-,-,-,-,3.45,,,
T280,Sal Cannella,TB,TE,-,-,-,-,,,,
T280,Kalia Davis,SF,DT,-,-,-,-,,,,
T280,Chris Coleman,FA,WR,-,-,-,-,,,,
T280,Jordan Mims,NO,RB,-,-,-,-,,,,
T280,Arron Mosby,GB,LB,-,-,-,-,,,,
T280,Ronnie Rivers,LAR,RB,-,-,-,-,1.10,5.00,,
T280,Elijah Cooks,JAX,WR,-,-,-,-,,,,
T280,Nephi Sewell,NO,LB,-,-,-,-,,,PUP-P,Knee - ACL
T280,Ja'Marcus Ingram,BUF,CB,-,-,-,-,,,,
T280,Kenny Pickett,PHI,QB,-,-,-,-,,14.14,,
T280,Baron Browning,DEN,LB,-,-,-,-,,,,
T280,Shaun Wade,NE,CB,-,-,-,-,,,,
T280,KJ Hamler,BUF,WR,-,-,-,-,,,,
T280,Jack Coan,FA,QB,-,-,-,-,,,,
T280,Faion Hicks,FA,CB,-,-,-,-,,,,
T280,Tory Carter,FA,FB,-,-,-,-,,,,
T280,K'Lavon Chaisson,CAR,LB,-,-,-,-,,,,
T280,Mac Jones,JAX,QB,-,-,-,-,0.40,8.78,,
T280,Tyrell Shavers,BUF,WR,-,-,-,-,,,,
T280,Grant Calcaterra,PHI,TE,-,-,-,-,,,,
T280,Jeremiah Hall,FA,TE,-,-,-,-,,,,
T280,Kenneth Murray,TEN,LB,-,-,-,-,,,,
T280,Keith Taylor,KC,CB,-,-,-,-,,,,
T280,Caeveon Patton,FA,DT,-,-,-,-,,,,
T280,Nolan Henderson,FA,QB,-,-,-,-,,,,
T280,Thyrick Pitts,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Davis Cheek,FA,QB,-,-,-,-,,,,
T280,Dominique Robinson,CHI,DE,-,-,-,-,,,,
T280,Mike Greene,TB,DT,-,-,-,-,,,Ques,Calf
T280,Griffin Hebert,PHI,WR,-,-,-,-,,,,
T280,Amik Robertson,DET,CB,-,-,-,-,,,,
T280,Milton Williams,PHI,DT,-,-,-,-,,,,
T280,Ramon Jefferson,TB,RB,-,-,-,-,,,,
T280,Grover Stewart,IND,DT,-,-,-,-,1.55,,,
T280,Nick Muse,MIN,TE,-,-,-,-,,,,
T280,Lachlan Pitts,FA,TE,-,-,-,-,,,,
T280,Owen Wright,BAL,RB,-,-,-,-,,,,
T280,Nathan Rourke,NYG,QB,-,-,-,-,,,,
T280,Alex Armah,FA,FB,-,-,-,-,,,,
T280,David Moore,CAR,WR,-,-,-,-,,,,
T280,Shane Leatherbury,FA,WR,-,-,-,-,,,,
T280,Antony Auclair,FA,TE,-,-,-,-,,,,
T280,Krishawn Hogan,FA,WR,-,-,-,-,,,,
T280,Nicholas Morrow,BUF,LB,-,-,-,-,,,,
T280,Kenny Moore,IND,CB,-,-,-,-,,,,
T280,Tarik Black,FA,WR,-,-,-,-,,,,
T280,Donovan Jeter,FA,DT,-,-,-,-,,,,
T280,Ben Mason,LAC,FB,-,-,-,-,,,,
T280,Donovan Peoples-Jones,DET,WR,-,-,-,354.50,,9.00,,
T280,Benjamin St-Juste,WAS,CB,-,-,-,-,,,,
261,Pierre Strong,CLE,RB,280.00,-,-,407.00,,5.00,,
T280,Ambry Thomas,SF,CB,-,-,-,-,,,,
T280,Andre Jones,WAS,DE,-,-,-,-,,,,
T280,Levi Lewis,FA,QB,-,-,-,-,,,,
T280,Chauncey Golston,DAL,DE,-,-,-,-,,,,
T280,Cedrick Wilson,NO,WR,-,-,-,-,,,,
T280,Detrich Clark,FA,WR,-,-,-,-,,,,
T280,Michael Gallup,FA,WR,-,-,-,286.50,,9.67,,
T280,Corey Bojorquez,CLE,P,-,-,-,-,,,,
T280,Chris Rowland,FA,WR,-,-,-,-,,,,
T280,Artavis Pierce,FA,RB,-,-,-,-,,,,
T280,Hamilcar Rashed,FA,LB,-,-,-,-,,,,
T280,K.J. Costello,FA,QB,-,-,-,-,,,,
T280,Scooter Harrington,FA,TE,-,-,-,-,,,,
T280,Antoine Brooks,FA,S,-,-,-,-,,,,
T280,Qwuantrezz Knight,FA,S,-,-,-,-,,,,
T280,DJ Turner,LV,WR,-,-,-,-,,,,
T280,Seth Dawkins,FA,WR,-,-,-,-,,,,
T280,Dez Fitzpatrick,PIT,WR,-,-,-,-,,,,
T280,Shaun Beyer,FA,TE,-,-,-,-,,,,
T280,Alex Highsmith,PIT,LB,-,-,-,-,,,,
T280,Robert Jackson,FA,CB,-,-,-,-,,,,
T280,JoJo Ozougwu,FA,DE,-,-,-,-,,,,
T280,Charvarius Ward,SF,CB,-,-,-,-,,,,
T280,Mathew Sexton,FA,WR,-,-,-,-,,,,
T280,Tony Poljan,FA,TE,-,-,-,-,,,,
T280,Jonathan Ward,PIT,RB,-,-,-,-,,,,
T280,Shemar Jean-Charles,NO,CB,-,-,-,-,,,,
T280,Jalen Virgil,DEN,WR,-,-,-,-,,,,
T280,Will Bradley-King,NE,DE,-,-,-,-,,,,
T280,Josh Pederson,JAX,TE,-,-,-,-,,,,
T280,Ty Shelby,LAC,LB,-,-,-,-,,,,
T280,Roy Lopez,ARI,DT,-,-,-,-,,,,
T280,Jaleel Scott,FA,WR,-,-,-,-,,,,
T280,Daelin Hayes,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,Khalid Kareem,CHI,DE,-,-,-,-,,,,
T280,Pat Jones,MIN,LB,-,-,-,-,,,,
T280,Matthew Judon,NE,LB,-,-,-,-,3.54,,,
T280,Divine Deablo,LV,LB,-,-,-,-,,,,
T280,Bradlee Anae,ATL,DE,-,-,-,-,,,,
T280,Terrell Burgess,FA,S,-,-,-,-,,,,
T280,Cole Fotheringham,LV,TE,-,-,-,-,,,,
T280,Leki Fotu,NYJ,DT,-,-,-,-,,,,
T280,Tyler Huntley,CLE,QB,-,-,-,-,,,,
T280,Miller Forristall,LAR,TE,-,-,-,-,,,,
T280,Sewo Olonilua,FA,FB,-,-,-,-,,,Ques,Neck
T280,Artayvious Lynn,FA,TE,-,-,-,-,,,,
T280,Darius Anderson,FA,RB,-,-,-,-,,,Ques,Knee
T280,Ross Blacklock,FA,DT,-,-,-,-,,,,
T280,Innis Gaines,FA,S,-,-,-,-,,,,
T280,Vernon Scott,FA,S,-,-,-,-,,,,
T280,Dexter Lawrence,NYG,DT,-,-,-,-,,,,
T280,Trayvon Mullen,BAL,CB,-,-,-,-,,,,
T280,Cornell Powell,KC,WR,-,-,-,-,,,,
T280,Isaiah Simmons,NYG,LB,-,-,-,-,,,,
T280,Nolan Turner,FA,S,-,-,-,-,,,,
T280,K'Von Wallace,SEA,S,-,-,-,-,,,,
T280,Joe Bachie,CIN,LB,-,-,-,-,,,,
T280,Trevon Bradford,FA,WR,-,-,-,-,,,,
T280,Taylor Rapp,BUF,S,-,-,-,-,3.20,,,
T280,McTelvin Agim,HOU,DT,-,-,-,-,,,,
T280,Mitch Wishnowsky,SF,P,-,-,-,-,,,,
T280,JuJu Hughes,FA,S,-,-,-,-,,,,
T280,Byron Pringle,FA,WR,-,-,-,-,,,,
T280,Corey Sutton,FA,WR,-,-,-,-,,,,
T280,Skylar Thompson,MIA,QB,-,-,-,-,,,,
T280,Jacob Eason,GB,QB,-,-,-,-,,,,
T280,Isaac Nauta,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Riley Ridley,FA,WR,-,-,-,-,,,,
T280,Dedrick Mills,FA,RB,-,-,-,-,,,,
T280,L'Jarius Sneed,TEN,CB,-,-,-,-,,,,
T280,Chris Jackson,FA,DB,-,-,-,-,,,,
T280,Jake Funk,DET,RB,-,-,-,-,,,,
T280,Darrell Henderson,FA,RB,-,-,-,-,,11.50,,
T280,Jason Huntley,FA,RB,-,-,-,-,,,,
T280,Tarvarius Moore,CHI,S,-,-,-,-,,,,
T280,Demetric Felton,FA,RB,-,-,-,-,,,,
T280,JJ Molson,FA,K,-,-,-,-,,,,
T280,BoPete Keyes,FA,CB,-,-,-,-,,,,
T280,David Onyemata,ATL,DT,-,-,-,-,,,,
T280,Dez Stewart,FA,WR,-,-,-,-,,,,
T280,Darrynton Evans,BUF,RB,-,-,-,-,,,,
T280,Reggie Gilliam,BUF,FB,-,-,-,-,,,,
T280,Cedric O'Neal,FA,RB,-,-,-,-,,,,
T280,Morgan Fox,LAC,DE,-,-,-,-,,,,
T280,Antoine Winfield,TB,S,-,-,-,-,,,,
T280,Marcus Tucker,FA,WR,-,-,-,-,,,,
T280,C.J. Ham,MIN,FB,-,-,-,-,,,,
T280,Doug Costin,FA,DT,-,-,-,-,,,,
T280,Tay Gowan,TEN,CB,-,-,-,-,,,,
T280,Sam Sloman,FA,K,-,-,-,-,,,,
T280,Rashad Smith,FA,LB,-,-,-,-,,,,
T280,Harrison Bryant,LV,TE,-,-,-,-,,,,
T280,John Raine,FA,TE,-,-,-,-,,,,
T280,Brandon Zylstra,FA,WR,-,-,-,-,,,,
T280,Jonah Williams,MIN,DE,-,-,-,-,,,,
T280,Rayshad Nichols,BAL,DT,-,-,-,-,,,,
T280,Don Gardner,FA,CB,-,-,-,-,,,,
T280,Cade Johnson,FA,WR,-,-,-,-,,,,
T280,Clint Ratkovich,FA,RB,-,-,-,-,,,,
T280,Daniel Thomas,JAX,S,-,-,-,-,,,,
T280,Derrick Brown,CAR,DE,-,-,-,-,4.26,,,
T280,Spencer Nigh,FA,FB,-,-,-,-,,,,
T280,Eli Stove,FA,WR,-,-,-,-,,,Ques,Knee - ACL
T280,Drew Estrada,FA,WR,-,-,-,-,,,Ques,Achilles
T280,Niko Lalos,NO,DE,-,-,-,-,,,,
T280,Frank Darby,SF,WR,-,-,-,-,,,,
T280,Cary Angeline,FA,TE,-,-,-,-,,,,
T280,Jack Jones,LV,CB,-,-,-,-,,,,
T280,Velus Jones,CHI,WR,-,-,-,-,,,,
T280,Tyler Vaughns,FA,WR,-,-,-,-,,,,
T280,Cyrus Holder,FA,WR,-,-,-,-,,,,
T280,Trevon Wesco,FA,TE,-,-,-,-,,,,
T280,Kyzir White,ARI,LB,-,-,-,-,,,,
T280,Jalen Camp,CLE,WR,-,-,-,-,,,,
T280,Mike Ford,HOU,CB,-,-,-,-,,,,
T280,Abu Daramy-Swaray,FA,DB,-,-,-,-,,,,
T280,Eric Banks,TB,DE,-,-,-,-,,,,
T280,Ryan Becker,FA,TE,-,-,-,-,,,,
T280,John Brannon,FA,CB,-,-,-,-,,,,
T280,Cam Gill,CAR,LB,-,-,-,-,,,,
T280,Robert Rochell,GB,CB,-,-,-,-,,,,
T280,John Parker Romo,MIN,K,-,-,-,-,,,,
T280,T.J. Carter,FA,DE,-,-,-,-,,,,
T280,Justin Rigg,FA,TE,-,-,-,-,,,,
T280,A.J. Rose,FA,RB,-,-,-,-,,,,
T280,Kayaune Ross,FA,WR,-,-,-,-,,,,
T280,Benny Snell,FA,RB,-,-,-,-,,,,
T280,Damarea Crockett,FA,RB,-,-,-,-,,,,
T280,Christian Holmes,WAS,CB,-,-,-,-,,,Ques,Concussion
T280,Albert Okwuegbunam,PHI,TE,-,-,-,-,,,,
T280,Michael Bandy,DEN,WR,-,-,-,-,,,,
T280,Samori Toure,GB,WR,-,-,-,-,,,,
T280,Brandon Jones,DEN,S,-,-,-,-,1.90,,Ques,Hamstring
T280,Jordan Elliott,SF,DT,-,-,-,-,,,,
T280,Bronson Rechsteiner,FA,FB,-,-,-,-,,,,
T280,Sam Kamara,CLE,DE,-,-,-,-,,,,
T280,Malcolm Roach,DEN,DT,-,-,-,-,,,,
T280,Devin Duvernay,JAX,WR,-,-,-,-,,6.33,,
T280,Lil'Jordan Humphrey,DEN,WR,-,-,-,-,,,,
T280,Nick McCloud,NYG,CB,-,-,-,-,,,,
T280,Thaddeus Moss,FA,TE,-,-,-,-,,,,
T280,Jake Hansen,HOU,LB,-,-,-,-,,,,
T280,James McCourt,FA,K,-,-,-,-,,,,
T280,De'Jon Harris,FA,LB,-,-,-,-,,,,
T280,Cole Kelley,FA,QB,-,-,-,-,,,,
T280,Jonathan Marshall,PIT,DT,-,-,-,-,,,,
T280,Devwah Whaley,FA,RB,-,-,-,-,,,,
T280,Riley Lees,FA,WR,-,-,-,-,,,,
T280,Ben Skowronek,HOU,WR,-,-,-,-,,,,
T280,Tre Webb,FA,S,-,-,-,-,,,,
T280,Myles Adams,SEA,DT,-,-,-,-,,,,
T280,Elijah Garcia,DEN,DT,-,-,-,-,,,,
T280,Kylen Granson,IND,TE,-,-,-,-,0.52,5.00,,
T280,Briley Moore,FA,TE,-,-,-,-,,,,
T280,Elerson Smith,LV,LB,-,-,-,-,,,,
T280,Jeremy Chinn,WAS,S,-,-,-,-,,,,
T280,Bryce Notree,FA,LB,-,-,-,-,,,,
T280,Landon Lenoir,FA,WR,-,-,-,-,,,,
T280,Jake Verity,FA,K,-,-,-,-,,,,
T280,Ed Oliver,BUF,DT,-,-,-,-,,,,
T280,Bobby Price,ARI,CB,-,-,-,-,,,,
T280,D'Eriq King,FA,QB,-,-,-,-,,,,
T280,Marquez Stevenson,FA,WR,-,-,-,-,,,,
T280,Marquez Callaway,PIT,WR,-,-,-,-,,,,
T280,Jarrett Guarantano,FA,QB,-,-,-,-,,,,
T280,Brandon Johnson,DEN,WR,-,-,-,-,,,,
T280,Nigel Warrior,FA,CB,-,-,-,-,,,,
T280,Elijah Hamilton,FA,CB,-,-,-,-,,,,
T280,Kalija Lipscomb,FA,WR,-,-,-,-,,,,
T280,Andre Mintze,FA,LB,-,-,-,-,,,,
T280,Ra'Shaun Henry,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Raleigh Webb,TB,WR,-,-,-,-,,,,
T280,Tyrie Cleveland,IND,WR,-,-,-,-,,,,
T280,Jeremiah Moon,PIT,LB,-,-,-,-,,,,
T280,La'Mical Perine,PIT,RB,-,-,-,-,,5.00,,
T280,Mecole Hardman,KC,WR,-,-,-,373.50,,9.25,,
T280,Brian Herrien,FA,RB,-,-,-,-,,,,
T280,Elijah Holyfield,FA,RB,-,-,-,-,,,,
T280,Javon Wims,FA,WR,-,-,-,-,,,,
T280,Charlie Woerner,ATL,TE,-,-,-,-,,,,
T280,Cameron Dantzler,FA,CB,-,-,-,-,,,,
T280,Kobe Jones,FA,DE,-,-,-,-,,,,
T280,Jeffery Simmons,TEN,DT,-,-,-,-,,,,
T280,Marquiss Spencer,FA,DE,-,-,-,-,,,,
T280,Osirus Mitchell,FA,WR,-,-,-,-,,,Ques,Quadriceps
T280,Khalil Dorsey,DET,CB,-,-,-,-,,,,
T280,Quartney Davis,FA,WR,-,-,-,-,,,Ques,Shoulder
T280,Tyrel Dodson,SEA,LB,-,-,-,-,4.70,,,
T280,Justin Madubuike,BAL,DE,-,-,-,-,,,,
T280,Brittain Brown,LV,RB,-,-,-,-,,,,
T280,Travis Homer,CHI,RB,-,-,-,-,,,,
T280,Joe Jackson,FA,DE,-,-,-,-,,,,
T280,Maurice Ffrench,FA,WR,-,-,-,-,,,,
T280,Damar Hamlin,BUF,S,-,-,-,-,,,,
T280,Rashad Weaver,TEN,LB,-,-,-,-,,,,
T280,Talolo Limu-Jones,FA,WR,-,-,-,-,,,,
T280,Michael Hoecht,LAR,LB,-,-,-,-,,,,
T280,Amani Bledsoe,FA,DE,-,-,-,-,,,,
T280,Parnell Motley,FA,CB,-,-,-,-,,,,
T280,A.J. Green,MIN,CB,-,-,-,-,,,,
T280,Devin Harper,CIN,LB,-,-,-,-,,,,
238,Justice Hill,BAL,RB,253.00,-,145.00,319.00,1.84,7.50,,
T280,Amen Ogbongbemiga,CHI,LB,-,-,-,-,,,,
T280,Dillon Stoner,FA,WR,-,-,-,-,,,,
T280,Rodarius Williams,FA,CB,-,-,-,-,,,,
T280,Camryn Bynum,MIN,S,-,-,-,-,3.37,,,
T280,Cameron Goode,MIA,LB,-,-,-,-,,,PUP-P,Kneecap
T280,Jordan Kunaszyk,FA,LB,-,-,-,-,,,,
T280,Demetris Robertson,FA,WR,-,-,-,-,,,,
T280,Evan Weaver,FA,LB,-,-,-,-,,,,
T280,Luke Masterson,LV,LB,-,-,-,-,,,,
T280,Jamal Pettigrew,FA,TE,-,-,-,-,,,,
T280,Greedy Williams,FA,CB,-,-,-,-,,,,
T280,Carter Coughlin,NYG,LB,-,-,-,-,,,,
T280,Devin Bush,CLE,LB,-,-,-,-,,,,
T280,Brandon Peters,FA,QB,-,-,-,-,,,,
T280,Sean McKeon,DET,TE,-,-,-,-,,,,
T280,Curtis Brooks,FA,DT,-,-,-,-,,,Ques,Undisclosed
T280,Gerrid Doaks,FA,RB,-,-,-,-,,,,
T280,Bruno Labelle,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,James Wiggins,FA,S,-,-,-,-,,,,
T280,Dicaprio Bootle,CAR,CB,-,-,-,-,,,,
T280,Garrett Walston,FA,TE,-,-,-,-,,,,
T280,Tomon Fox,NYG,LB,-,-,-,-,,,,
T280,James Pierre,WAS,CB,-,-,-,-,,,,
T280,Chazz Surratt,NYJ,LB,-,-,-,-,,,,
T280,Seth Green,FA,TE,-,-,-,-,,,,
T280,Tyler Johnson,LAR,WR,-,-,-,-,,,,
T280,Ko Kieft,TB,TE,-,-,-,-,,,,
T280,Kamal Martin,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,Josh Imatorbhebhe,FA,WR,-,-,-,-,,,,
T280,Jordan Veasy,FA,WR,-,-,-,-,,,,
T280,Madre Harper,FA,CB,-,-,-,-,,,,
T280,Shane Buechele,BUF,QB,-,-,-,-,,,,
T280,Collin Johnson,CHI,WR,-,-,-,-,,,,
T280,Anthony Dable,FA,WR,-,-,-,-,,,,
T280,Jonathon Cooper,DEN,LB,-,-,-,-,2.06,,,
T280,Austin Mack,ATL,WR,-,-,-,-,,,,
T280,C.J. Saunders,FA,WR,-,-,-,-,,,,
T280,Antonio Williams,FA,RB,-,-,-,-,,,,
T280,Jalen Morton,FA,QB,-,-,-,-,,,,
T280,Lamar Jackson,CAR,CB,-,-,-,-,,,,
T280,Ben Stille,ARI,DT,-,-,-,-,,,,
T280,Jack Stoll,NYG,TE,-,-,-,-,,,,
T280,Shaun Bradley,FA,LB,-,-,-,-,,,Ques,Achilles
T280,Darius Bradwell,FA,RB,-,-,-,-,,,,
T280,Brandon Polk,FA,WR,-,-,-,-,,,,
T280,John Reid,FA,CB,-,-,-,-,,,,
T280,Ron'Dell Carter,FA,DE,-,-,-,-,,,,
T280,Nakia Griffin-Stewart,FA,TE,-,-,-,-,,,,
T280,Ryquell Armstead,FA,RB,-,-,-,-,,,,
T280,Josiah Bronson,FA,DT,-,-,-,-,,,,
T280,Chapelle Russell,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,J.J. Arcega-Whiteside,FA,WR,-,-,-,-,,,,
T280,Jake Bailey,MIA,P,-,-,-,-,,,,
T280,Trenton Irwin,CIN,WR,-,-,-,-,0.97,5.00,,
T280,Bryce Love,FA,RB,-,-,-,-,,,Ques,Knee
T280,Justin Reid,KC,S,-,-,-,-,,,NFI-A,Quadriceps
T280,Cameron Scarlett,FA,RB,-,-,-,-,,,,
T280,Casey Toohill,BUF,DE,-,-,-,-,,,,
T280,Noah Togiai,FA,TE,-,-,-,-,,,,
T280,Zayne Anderson,GB,S,-,-,-,-,,,,
T280,Francis Bernard,FA,LB,-,-,-,-,,,,
T280,Micah Simon,FA,WR,-,-,-,-,,,,
T280,Hunter Kampmoyer,FA,TE,-,-,-,-,,,,
T280,Dillon Mitchell,FA,WR,-,-,-,-,,,,
T280,Marlon Davidson,TEN,DT,-,-,-,-,,,,
T280,Trayveon Williams,CIN,RB,-,-,-,-,,,,
T280,Saivion Smith,FA,S,-,-,-,-,,,,
T280,Dezmon Patmon,FA,WR,-,-,-,-,,,,
T280,Braden Mann,PHI,P,-,-,-,-,,,,
T280,Jalen Thompson,ARI,S,-,-,-,-,,,,
T280,Devin White,PHI,LB,-,-,-,-,,,,
T280,Mark Gilbert,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,Janarius Robinson,LV,DE,-,-,-,-,,,,
T280,Landen Akers,FA,WR,-,-,-,-,,,,
T280,Shaquille Quarterman,FA,LB,-,-,-,-,,,,
T280,Anthony Brown,LV,QB,-,-,-,-,,,,
T280,Dylan Parham,FA,TE,-,-,-,-,,,,
T280,Marcus Simms,SEA,WR,-,-,-,-,,,,
T280,Stephen Sullivan,CAR,TE,-,-,-,-,,,,
T280,Andre Anthony,FA,LB,-,-,-,-,,,,
T280,Kristian Fulton,LAC,CB,-,-,-,-,,,,
T280,Rashard Lawrence,FA,DT,-,-,-,-,,,,
T280,Myles Dorn,FA,S,-,-,-,-,,,,
T280,Jamie Newman,FA,QB,-,-,-,-,,,,
T280,Dom Maggio,FA,P,-,-,-,-,,,,
T280,Boogie Basham,NYG,DE,-,-,-,-,,,,
T280,Essang Bassey,FA,CB,-,-,-,-,,,,
T280,Mitchell Wilcox,NE,TE,-,-,-,-,,,,
T280,Ja'Marcus Bradley,FA,WR,-,-,-,-,,,,
T280,Michael Jacquet,FA,CB,-,-,-,-,,,,
T280,LeVante Bellamy,FA,RB,-,-,-,-,,,,
T280,Adam Prentice,NO,FB,-,-,-,-,,,,
T280,Ulysees Gilbert,FA,LB,-,-,-,-,,,,
T280,Sean Murphy-Bunting,ARI,CB,-,-,-,-,,,,
T280,Maxx Crosby,LV,DE,-,-,-,-,,,,
T280,Elijah Campbell,MIA,S,-,-,-,-,,,,
T280,Daniel Crawford,FA,TE,-,-,-,-,,,,
T280,Sutton Smith,FA,FB,-,-,-,-,,,,
T280,Sam Beal,FA,CB,-,-,-,-,,,,
T280,Giovanni Ricci,CLE,TE,-,-,-,-,,,,
T280,Rigoberto Sanchez,IND,P,-,-,-,-,,,,
T280,Dominik Eberle,FA,K,-,-,-,-,,,,
T280,Dax Raymond,FA,TE,-,-,-,-,,,,
T280,Maurice Alexander,DET,WR,-,-,-,-,,,,
T280,Jacob Harris,PHI,WR,-,-,-,-,,,,
T280,Henry Black,FA,S,-,-,-,-,,,,
T280,JaMycal Hasty,NE,RB,-,-,-,-,,,,
T280,Jameson Houston,FA,CB,-,-,-,-,,,,
T280,Clay Johnston,FA,LB,-,-,-,-,,,,
T280,Dane Cruikshank,ATL,S,-,-,-,-,,,,
T280,Demetrius Flannigan-Fowles,SF,LB,-,-,-,-,,,,
T280,Jacob Dolegala,FA,QB,-,-,-,-,,,,
T280,Ellis Richardson,FA,TE,-,-,-,-,,,,
T280,Reid Sinnett,FA,QB,-,-,-,-,,,,
T280,Kahale Warring,FA,TE,-,-,-,-,,,,
T280,J.J. Koski,FA,WR,-,-,-,-,,,,
T280,Bruce Anderson,FA,RB,-,-,-,-,,,,
T280,Derrek Tuszka,FA,LB,-,-,-,-,,,,
T280,Kameron Brown,FA,WR,-,-,-,-,,,,
